aqi,co,cosubindex,county,latitude,longitude,monitor_date,monitordate,no2,no2subindex,o3,o38subindex,o3subindex,pm10,pm10subindex,pm25subindex,pm2_5,site_name,siteid,sitename,so2,so2subindex,status
51,3.0,,,,,2026-03-28 00:00:00,,21.0,,,,,42.0,,,51.0,淡水,,,6.0,,
53,2.0,,,,,2026-03-28 00:00:00,,24.0,,,,,45.0,,,53.0,林口,,,6.0,,
48,5.0,,,,,2026-03-28 00:00:00,,48.0,,,,,40.0,,,44.0,菜寮,,,6.0,,
56,3.0,,,,,2026-03-28 00:00:00,,56.0,,,,,48.0,,,52.0,新莊,,,6.0,,
54,5.0,,,,,2026-03-28 00:00:00,,48.0,,,,,40.0,,,54.0,板橋,,,12.0,,
47,3.0,,,,,2026-03-28 00:00:00,,31.0,,,,,38.0,,,39.0,土城,,,6.0,,
49,3.0,,,,,2026-03-28 00:00:00,,38.0,,,,,33.0,,,49.0,新店,,,6.0,,
59,5.0,,,,,2026-03-28 00:00:00,,59.0,,,,,35.0,,,54.0,汐止,,,6.0,,
68,6.0,,,,,2026-03-28 00:00:00,,68.0,,,,,35.0,,,52.0,基隆,,,12.0,,
74,7.0,,,,,2026-03-27 00:00:00,,52.0,,,,,65.0,,,74.0,林森,,,12.0,,
65,3.0,,,,,2026-03-27 00:00:00,,36.0,,,,,52.0,,,65.0,員林,,,31.0,,
76,9.0,,,,,2026-03-27 00:00:00,,61.0,,,,,58.0,,,76.0,臺灣大道,,,12.0,,
74,2.0,,,,,2026-03-27 00:00:00,,17.0,,,,,50.0,,,50.0,大城,,,12.0,,
74,1.0,,,,,2026-03-27 00:00:00,,7.0,,,,,30.0,,,33.0,富貴角,,,0.0,,
59,2.0,,,,,2026-03-27 00:00:00,,17.0,,,,,51.0,,,59.0,麥寮,,,12.0,,
40,2.0,,,,,2026-03-27 00:00:00,,10.0,,,,,15.0,,,25.0,關山,,,0.0,,
58,2.0,,,,,2026-03-27 00:00:00,,7.0,,,,,43.0,,,53.0,馬公,,,0.0,,
77,5.0,,,,,2026-03-27 00:00:00,,26.0,,,,,48.0,,,76.0,金門,,,12.0,,
77,2.0,,,,,2026-03-27 00:00:00,,17.0,,,,,40.0,,,57.0,馬祖,,,19.0,,
62,3.0,,,,,2026-03-27 00:00:00,,24.0,,,,,43.0,,,62.0,埔里,,,6.0,,
63,5.0,,,,,2026-03-27 00:00:00,,52.0,,,,,54.0,,,63.0,復興,,,6.0,,
62,10.0,,,,,2026-03-27 00:00:00,,62.0,,,,,32.0,,,51.0,永和,,,0.0,,
74,3.0,,,,,2026-03-27 00:00:00,,36.0,,,,,54.0,,,70.0,竹山,,,19.0,,
64,7.0,,,,,2026-03-27 00:00:00,,64.0,,,,,40.0,,,59.0,中壢,,,6.0,,
68,11.0,,,,,2026-03-27 00:00:00,,68.0,,,,,38.0,,,54.0,三重,,,6.0,,
44,2.0,,,,,2026-03-27 00:00:00,,29.0,,,,,30.0,,,39.0,冬山,,,6.0,,
38,2.0,,,,,2026-03-27 00:00:00,,33.0,,,,,23.0,,,34.0,宜蘭,,,0.0,,
44,2.0,,,,,2026-03-27 00:00:00,,19.0,,,,,10.0,,,9.0,陽明,,,6.0,,
48,3.0,,,,,2026-03-27 00:00:00,,31.0,,,,,20.0,,,21.0,花蓮,,,19.0,,
46,2.0,,,,,2026-03-27 00:00:00,,14.0,,,,,17.0,,,25.0,臺東,,,0.0,,
71,2.0,,,,,2026-03-27 00:00:00,,7.0,,,,,30.0,,,38.0,恆春,,,6.0,,
77,2.0,,,,,2026-03-27 00:00:00,,29.0,,,,,59.0,,,63.0,潮州,,,6.0,,
80,3.0,,,,,2026-03-27 00:00:00,,26.0,,,,,59.0,,,70.0,屏東,,,6.0,,
67,3.0,,,,,2026-03-27 00:00:00,,51.0,,,,,55.0,,,67.0,小港,,,12.0,,
62,5.0,,,,,2026-03-27 00:00:00,,48.0,,,,,62.0,,,61.0,前鎮,,,6.0,,
62,3.0,,,,,2026-03-27 00:00:00,,43.0,,,,,59.0,,,62.0,前金,,,6.0,,
67,5.0,,,,,2026-03-27 00:00:00,,45.0,,,,,63.0,,,67.0,左營,,,12.0,,
71,3.0,,,,,2026-03-27 00:00:00,,53.0,,,,,69.0,,,71.0,楠梓,,,6.0,,
67,3.0,,,,,2026-03-27 00:00:00,,36.0,,,,,61.0,,,67.0,林園,,,19.0,,
78,3.0,,,,,2026-03-27 00:00:00,,40.0,,,,,67.0,,,78.0,大寮,,,38.0,,
72,6.0,,,,,2026-03-27 00:00:00,,51.0,,,,,59.0,,,72.0,鳳山,,,6.0,,
75,3.0,,,,,2026-03-27 00:00:00,,53.0,,,,,61.0,,,75.0,仁武,,,19.0,,
77,3.0,,,,,2026-03-27 00:00:00,,40.0,,,,,62.0,,,77.0,橋頭,,,12.0,,
64,3.0,,,,,2026-03-27 00:00:00,,17.0,,,,,45.0,,,61.0,美濃,,,6.0,,
67,3.0,,,,,2026-03-27 00:00:00,,52.0,,,,,63.0,,,67.0,臺南,,,12.0,,
73,5.0,,,,,2026-03-27 00:00:00,,48.0,,,,,70.0,,,73.0,安南,,,12.0,,
66,3.0,,,,,2026-03-27 00:00:00,,29.0,,,,,64.0,,,66.0,善化,,,31.0,,
69,3.0,,,,,2026-03-27 00:00:00,,29.0,,,,,68.0,,,69.0,新營,,,12.0,,
72,3.0,,,,,2026-03-27 00:00:00,,29.0,,,,,62.0,,,72.0,嘉義,,,19.0,,
50,2.0,,,,,2026-03-27 00:00:00,,19.0,,,,,50.0,,,47.0,臺西,,,12.0,,
67,3.0,,,,,2026-03-27 00:00:00,,19.0,,,,,61.0,,,65.0,朴子,,,19.0,,
64,3.0,,,,,2026-03-27 00:00:00,,29.0,,,,,60.0,,,64.0,新港,,,12.0,,
62,2.0,,,,,2026-03-27 00:00:00,,17.0,,,,,58.0,,,62.0,崙背,,,19.0,,
74,2.0,,,,,2026-03-27 00:00:00,,31.0,,,,,64.0,,,73.0,斗六,,,25.0,,
72,3.0,,,,,2026-03-27 00:00:00,,33.0,,,,,53.0,,,72.0,南投,,,6.0,,
67,3.0,,,,,2026-03-27 00:00:00,,29.0,,,,,67.0,,,59.0,二林,,,12.0,,
52,2.0,,,,,2026-03-27 00:00:00,,31.0,,,,,50.0,,,52.0,線西,,,31.0,,
61,3.0,,,,,2026-03-27 00:00:00,,48.0,,,,,52.0,,,61.0,彰化,,,31.0,,
59,3.0,,,,,2026-03-27 00:00:00,,50.0,,,,,53.0,,,59.0,西屯,,,6.0,,
62,3.0,,,,,2026-03-27 00:00:00,,40.0,,,,,53.0,,,62.0,忠明,,,12.0,,
66,5.0,,,,,2026-03-27 00:00:00,,40.0,,,,,59.0,,,66.0,大里,,,12.0,,
60,2.0,,,,,2026-03-27 00:00:00,,33.0,,,,,53.0,,,60.0,沙鹿,,,6.0,,
61,3.0,,,,,2026-03-27 00:00:00,,43.0,,,,,42.0,,,61.0,豐原,,,19.0,,
52,2.0,,,,,2026-03-27 00:00:00,,31.0,,,,,37.0,,,52.0,三義,,,6.0,,
58,3.0,,,,,2026-03-27 00:00:00,,45.0,,,,,42.0,,,58.0,苗栗,,,12.0,,
56,3.0,,,,,2026-03-27 00:00:00,,52.0,,,,,45.0,,,56.0,頭份,,,6.0,,
52,3.0,,,,,2026-03-27 00:00:00,,52.0,,,,,33.0,,,44.0,新竹,,,6.0,,
52,2.0,,,,,2026-03-27 00:00:00,,52.0,,,,,27.0,,,52.0,竹東,,,6.0,,
44,2.0,,,,,2026-03-27 00:00:00,,31.0,,,,,25.0,,,36.0,湖口,,,6.0,,
59,3.0,,,,,2026-03-27 00:00:00,,53.0,,,,,40.0,,,59.0,龍潭,,,0.0,,
54,5.0,,,,,2026-03-27 00:00:00,,54.0,,,,,35.0,,,50.0,平鎮,,,0.0,,
49,2.0,,,,,2026-03-27 00:00:00,,40.0,,,,,18.0,,,29.0,觀音,,,0.0,,
58,2.0,,,,,2026-03-27 00:00:00,,58.0,,,,,22.0,,,30.0,大園,,,6.0,,
56,5.0,,,,,2026-03-27 00:00:00,,56.0,,,,,28.0,,,47.0,桃園,,,0.0,,
67,11.0,,,,,2026-03-27 00:00:00,,67.0,,,,,23.0,,,50.0,大同,,,6.0,,
62,5.0,,,,,2026-03-27 00:00:00,,62.0,,,,,27.0,,,46.0,松山,,,12.0,,
59,5.0,,,,,2026-03-27 00:00:00,,59.0,,,,,27.0,,,42.0,古亭,,,6.0,,
58,6.0,,,,,2026-03-27 00:00:00,,58.0,,,,,25.0,,,46.0,萬華,,,6.0,,
60,7.0,,,,,2026-03-27 00:00:00,,60.0,,,,,33.0,,,52.0,中山,,,6.0,,
53,3.0,,,,,2026-03-27 00:00:00,,53.0,,,,,30.0,,,43.0,士林,,,6.0,,
43,2.0,,,,,2026-03-27 00:00:00,,31.0,,,,,18.0,,,33.0,淡水,,,6.0,,
52,2.0,,,,,2026-03-27 00:00:00,,52.0,,,,,18.0,,,30.0,林口,,,12.0,,
60,5.0,,,,,2026-03-27 00:00:00,,60.0,,,,,30.0,,,42.0,菜寮,,,0.0,,
60,3.0,,,,,2026-03-27 00:00:00,,60.0,,,,,38.0,,,47.0,新莊,,,0.0,,
60,5.0,,,,,2026-03-27 00:00:00,,60.0,,,,,27.0,,,48.0,板橋,,,6.0,,
62,5.0,,,,,2026-03-27 00:00:00,,62.0,,,,,33.0,,,40.0,土城,,,0.0,,
57,5.0,,,,,2026-03-27 00:00:00,,57.0,,,,,30.0,,,54.0,新店,,,6.0,,
57,3.0,,,,,2026-03-27 00:00:00,,57.0,,,,,22.0,,,41.0,汐止,,,0.0,,
51,3.0,,,,,2026-03-27 00:00:00,,51.0,,,,,18.0,,,37.0,基隆,,,6.0,,
80,6.0,,,,,2026-03-26 00:00:00,,50.0,,,,,67.0,,,80.0,林森,,,12.0,,
100,5.0,,,,,2026-03-26 00:00:00,,48.0,,,,,63.0,,,80.0,員林,,,19.0,,
81,10.0,,,,,2026-03-26 00:00:00,,60.0,,,,,62.0,,,81.0,臺灣大道,,,12.0,,
97,5.0,,,,,2026-03-26 00:00:00,,31.0,,,,,62.0,,,66.0,大城,,,19.0,,
77,1.0,,,,,2026-03-26 00:00:00,,5.0,,,,,47.0,,,48.0,富貴角,,,0.0,,
66,5.0,,,,,2026-03-26 00:00:00,,33.0,,,,,64.0,,,66.0,麥寮,,,19.0,,
41,3.0,,,,,2026-03-26 00:00:00,,12.0,,,,,5.0,,,17.0,關山,,,6.0,,
80,2.0,,,,,2026-03-26 00:00:00,,10.0,,,,,55.0,,,62.0,馬公,,,0.0,,
93,3.0,,,,,2026-03-26 00:00:00,,24.0,,,,,52.0,,,70.0,金門,,,12.0,,
84,3.0,,,,,2026-03-26 00:00:00,,33.0,,,,,54.0,,,75.0,馬祖,,,6.0,,
72,3.0,,,,,2026-03-26 00:00:00,,24.0,,,,,52.0,,,72.0,埔里,,,6.0,,
66,5.0,,,,,2026-03-26 00:00:00,,40.0,,,,,64.0,,,66.0,復興,,,12.0,,
54,5.0,,,,,2026-03-26 00:00:00,,51.0,,,,,47.0,,,54.0,永和,,,6.0,,
101,3.0,,,,,2026-03-26 00:00:00,,36.0,,,,,68.0,,,88.0,竹山,,,19.0,,
65,10.0,,,,,2026-03-26 00:00:00,,65.0,,,,,55.0,,,60.0,中壢,,,6.0,,
65,9.0,,,,,2026-03-26 00:00:00,,65.0,,,,,52.0,,,56.0,三重,,,6.0,,
58,2.0,,,,,2026-03-26 00:00:00,,24.0,,,,,54.0,,,58.0,冬山,,,12.0,,
64,2.0,,,,,2026-03-26 00:00:00,,14.0,,,,,47.0,,,52.0,宜蘭,,,6.0,,
61,2.0,,,,,2026-03-26 00:00:00,,14.0,,,,,37.0,,,42.0,陽明,,,19.0,,
47,3.0,,,,,2026-03-26 00:00:00,,26.0,,,,,38.0,,,44.0,花蓮,,,6.0,,
38,3.0,,,,,2026-03-26 00:00:00,,24.0,,,,,13.0,,,20.0,臺東,,,6.0,,
50,2.0,,,,,2026-03-26 00:00:00,,5.0,,,,,20.0,,,23.0,恆春,,,6.0,,
80,3.0,,,,,2026-03-26 00:00:00,,19.0,,,,,55.0,,,60.0,潮州,,,6.0,,
97,3.0,,,,,2026-03-26 00:00:00,,26.0,,,,,59.0,,,67.0,屏東,,,12.0,,
80,3.0,,,,,2026-03-26 00:00:00,,53.0,,,,,61.0,,,63.0,小港,,,12.0,,
63,5.0,,,,,2026-03-26 00:00:00,,31.0,,,,,63.0,,,62.0,前鎮,,,6.0,,
97,3.0,,,,,2026-03-26 00:00:00,,31.0,,,,,59.0,,,59.0,前金,,,6.0,,
100,5.0,,,,,2026-03-26 00:00:00,,38.0,,,,,61.0,,,66.0,左營,,,6.0,,
84,5.0,,,,,2026-03-26 00:00:00,,57.0,,,,,73.0,,,77.0,楠梓,,,12.0,,
74,3.0,,,,,2026-03-26 00:00:00,,19.0,,,,,52.0,,,59.0,林園,,,6.0,,
71,6.0,,,,,2026-03-26 00:00:00,,52.0,,,,,63.0,,,71.0,大寮,,,44.0,,
66,6.0,,,,,2026-03-26 00:00:00,,50.0,,,,,57.0,,,66.0,鳳山,,,12.0,,
97,5.0,,,,,2026-03-26 00:00:00,,50.0,,,,,62.0,,,73.0,仁武,,,12.0,,
83,5.0,,,,,2026-03-26 00:00:00,,52.0,,,,,69.0,,,83.0,橋頭,,,12.0,,
97,3.0,,,,,2026-03-26 00:00:00,,21.0,,,,,61.0,,,71.0,美濃,,,12.0,,
73,5.0,,,,,2026-03-26 00:00:00,,51.0,,,,,69.0,,,73.0,臺南,,,12.0,,
76,5.0,,,,,2026-03-26 00:00:00,,43.0,,,,,72.0,,,76.0,安南,,,12.0,,
74,5.0,,,,,2026-03-26 00:00:00,,38.0,,,,,64.0,,,72.0,善化,,,12.0,,
72,6.0,,,,,2026-03-26 00:00:00,,40.0,,,,,71.0,,,72.0,新營,,,19.0,,
90,6.0,,,,,2026-03-26 00:00:00,,40.0,,,,,74.0,,,90.0,嘉義,,,19.0,,
65,3.0,,,,,2026-03-26 00:00:00,,38.0,,,,,61.0,,,65.0,臺西,,,25.0,,
80,5.0,,,,,2026-03-26 00:00:00,,31.0,,,,,65.0,,,76.0,朴子,,,19.0,,
85,6.0,,,,,2026-03-26 00:00:00,,31.0,,,,,77.0,,,85.0,新港,,,19.0,,
90,7.0,,,,,2026-03-26 00:00:00,,38.0,,,,,74.0,,,83.0,崙背,,,19.0,,
100,5.0,,,,,2026-03-26 00:00:00,,40.0,,,,,76.0,,,93.0,斗六,,,19.0,,
90,5.0,,,,,2026-03-26 00:00:00,,38.0,,,,,59.0,,,77.0,南投,,,6.0,,
90,7.0,,,,,2026-03-26 00:00:00,,38.0,,,,,83.0,,,78.0,二林,,,51.0,,
64,5.0,,,,,2026-03-26 00:00:00,,51.0,,,,,60.0,,,64.0,線西,,,51.0,,
87,6.0,,,,,2026-03-26 00:00:00,,52.0,,,,,58.0,,,71.0,彰化,,,12.0,,
93,5.0,,,,,2026-03-26 00:00:00,,53.0,,,,,60.0,,,68.0,西屯,,,19.0,,
80,6.0,,,,,2026-03-26 00:00:00,,54.0,,,,,62.0,,,70.0,忠明,,,19.0,,
77,5.0,,,,,2026-03-26 00:00:00,,45.0,,,,,67.0,,,76.0,大里,,,12.0,,
97,5.0,,,,,2026-03-26 00:00:00,,50.0,,,,,61.0,,,68.0,沙鹿,,,31.0,,
112,5.0,,,,,2026-03-26 00:00:00,,40.0,,,,,54.0,,,70.0,豐原,,,12.0,,
104,3.0,,,,,2026-03-26 00:00:00,,31.0,,,,,52.0,,,62.0,三義,,,19.0,,
87,3.0,,,,,2026-03-26 00:00:00,,31.0,,,,,43.0,,,52.0,苗栗,,,38.0,,
53,3.0,,,,,2026-03-26 00:00:00,,38.0,,,,,53.0,,,53.0,頭份,,,6.0,,
71,3.0,,,,,2026-03-26 00:00:00,,43.0,,,,,52.0,,,52.0,新竹,,,6.0,,
71,3.0,,,,,2026-03-26 00:00:00,,33.0,,,,,43.0,,,59.0,竹東,,,6.0,,
64,2.0,,,,,2026-03-26 00:00:00,,29.0,,,,,52.0,,,52.0,湖口,,,12.0,,
60,3.0,,,,,2026-03-26 00:00:00,,54.0,,,,,51.0,,,60.0,龍潭,,,6.0,,
56,5.0,,,,,2026-03-26 00:00:00,,52.0,,,,,53.0,,,56.0,平鎮,,,0.0,,
61,2.0,,,,,2026-03-26 00:00:00,,33.0,,,,,45.0,,,50.0,觀音,,,12.0,,
60,2.0,,,,,2026-03-26 00:00:00,,60.0,,,,,51.0,,,55.0,大園,,,12.0,,
52,5.0,,,,,2026-03-26 00:00:00,,52.0,,,,,47.0,,,46.0,桃園,,,6.0,,
63,8.0,,,,,2026-03-26 00:00:00,,63.0,,,,,40.0,,,50.0,大同,,,6.0,,
55,2.0,,,,,2026-03-26 00:00:00,,55.0,,,,,48.0,,,49.0,松山,,,12.0,,
47,2.0,,,,,2026-03-26 00:00:00,,43.0,,,,,43.0,,,44.0,古亭,,,6.0,,
52,3.0,,,,,2026-03-26 00:00:00,,52.0,,,,,42.0,,,48.0,萬華,,,12.0,,
55,3.0,,,,,2026-03-26 00:00:00,,52.0,,,,,51.0,,,55.0,中山,,,6.0,,
51,2.0,,,,,2026-03-26 00:00:00,,33.0,,,,,48.0,,,46.0,士林,,,25.0,,
65,3.0,,,,,2026-03-26 00:00:00,,40.0,,,,,65.0,,,54.0,淡水,,,19.0,,
47,3.0,,,,,2026-03-26 00:00:00,,38.0,,,,,47.0,,,46.0,林口,,,19.0,,
48,3.0,,,,,2026-03-26 00:00:00,,43.0,,,,,42.0,,,47.0,菜寮,,,12.0,,
57,3.0,,,,,2026-03-26 00:00:00,,52.0,,,,,57.0,,,53.0,新莊,,,6.0,,
52,5.0,,,,,2026-03-26 00:00:00,,52.0,,,,,43.0,,,49.0,板橋,,,6.0,,
47,3.0,,,,,2026-03-26 00:00:00,,43.0,,,,,47.0,,,42.0,土城,,,0.0,,
52,2.0,,,,,2026-03-26 00:00:00,,38.0,,,,,45.0,,,52.0,新店,,,6.0,,
55,2.0,,,,,2026-03-26 00:00:00,,55.0,,,,,40.0,,,42.0,汐止,,,6.0,,
56,3.0,,,,,2026-03-26 00:00:00,,56.0,,,,,32.0,,,38.0,基隆,,,6.0,,
84,6.0,,,,,2026-03-25 00:00:00,,52.0,,,,,68.0,,,84.0,林森,,,12.0,,
78,5.0,,,,,2026-03-25 00:00:00,,45.0,,,,,61.0,,,78.0,員林,,,25.0,,
79,9.0,,,,,2026-03-25 00:00:00,,57.0,,,,,60.0,,,79.0,臺灣大道,,,6.0,,
98,3.0,,,,,2026-03-25 00:00:00,,26.0,,,,,72.0,,,98.0,大城,,,6.0,,
77,2.0,,,,,2026-03-25 00:00:00,,31.0,,,,,37.0,,,55.0,富貴角,,,6.0,,
96,3.0,,,,,2026-03-25 00:00:00,,29.0,,,,,76.0,,,96.0,麥寮,,,6.0,,
39,2.0,,,,,2026-03-25 00:00:00,,10.0,,,,,18.0,,,32.0,關山,,,0.0,,
64,2.0,,,,,2026-03-25 00:00:00,,12.0,,,,,33.0,,,55.0,馬公,,,6.0,,
114,3.0,,,,,2026-03-25 00:00:00,,48.0,,,,,,,,114.0,金門,,,19.0,,
90,6.0,,,,,2026-03-25 00:00:00,,24.0,,,,,40.0,,,67.0,馬祖,,,6.0,,
86,3.0,,,,,2026-03-25 00:00:00,,21.0,,,,,60.0,,,86.0,埔里,,,6.0,,
78,5.0,,,,,2026-03-25 00:00:00,,50.0,,,,,62.0,,,78.0,復興,,,12.0,,
76,11.0,,,,,2026-03-25 00:00:00,,59.0,,,,,55.0,,,76.0,永和,,,12.0,,
97,3.0,,,,,2026-03-25 00:00:00,,36.0,,,,,60.0,,,81.0,竹山,,,12.0,,
85,9.0,,,,,2026-03-25 00:00:00,,63.0,,,,,62.0,,,85.0,中壢,,,12.0,,
71,9.0,,,,,2026-03-25 00:00:00,,59.0,,,,,52.0,,,71.0,三重,,,19.0,,
58,3.0,,,,,2026-03-25 00:00:00,,29.0,,,,,48.0,,,58.0,冬山,,,0.0,,
53,3.0,,,,,2026-03-25 00:00:00,,17.0,,,,,37.0,,,53.0,宜蘭,,,6.0,,
43,3.0,,,,,2026-03-25 00:00:00,,7.0,,,,,25.0,,,31.0,陽明,,,6.0,,
46,3.0,,,,,2026-03-25 00:00:00,,14.0,,,,,32.0,,,42.0,花蓮,,,6.0,,
46,2.0,,,,,2026-03-25 00:00:00,,10.0,,,,,27.0,,,40.0,臺東,,,0.0,,
50,1.0,,,,,2026-03-25 00:00:00,,12.0,,,,,33.0,,,48.0,恆春,,,12.0,,
84,3.0,,,,,2026-03-25 00:00:00,,31.0,,,,,64.0,,,72.0,潮州,,,19.0,,
75,3.0,,,,,2026-03-25 00:00:00,,31.0,,,,,64.0,,,75.0,屏東,,,12.0,,
77,3.0,,,,,2026-03-25 00:00:00,,68.0,,,,,63.0,,,77.0,小港,,,25.0,,
75,3.0,,,,,2026-03-25 00:00:00,,48.0,,,,,62.0,,,75.0,前鎮,,,6.0,,
72,3.0,,,,,2026-03-25 00:00:00,,40.0,,,,,64.0,,,72.0,前金,,,6.0,,
76,5.0,,,,,2026-03-25 00:00:00,,38.0,,,,,65.0,,,76.0,左營,,,6.0,,
82,3.0,,,,,2026-03-25 00:00:00,,48.0,,,,,74.0,,,82.0,楠梓,,,12.0,,
70,3.0,,,,,2026-03-25 00:00:00,,36.0,,,,,59.0,,,70.0,林園,,,19.0,,
84,3.0,,,,,2026-03-25 00:00:00,,38.0,,,,,68.0,,,84.0,大寮,,,6.0,,
86,6.0,,,,,2026-03-25 00:00:00,,48.0,,,,,63.0,,,86.0,鳳山,,,12.0,,
90,3.0,,,,,2026-03-25 00:00:00,,51.0,,,,,69.0,,,90.0,仁武,,,12.0,,
91,3.0,,,,,2026-03-25 00:00:00,,45.0,,,,,71.0,,,91.0,橋頭,,,12.0,,
84,3.0,,,,,2026-03-25 00:00:00,,21.0,,,,,52.0,,,62.0,美濃,,,6.0,,
81,3.0,,,,,2026-03-25 00:00:00,,48.0,,,,,69.0,,,81.0,臺南,,,6.0,,
93,5.0,,,,,2026-03-25 00:00:00,,53.0,,,,,81.0,,,93.0,安南,,,12.0,,
89,3.0,,,,,2026-03-25 00:00:00,,50.0,,,,,77.0,,,89.0,善化,,,19.0,,
88,3.0,,,,,2026-03-25 00:00:00,,51.0,,,,,74.0,,,88.0,新營,,,12.0,,
92,6.0,,,,,2026-03-25 00:00:00,,52.0,,,,,72.0,,,92.0,嘉義,,,25.0,,
85,3.0,,,,,2026-03-25 00:00:00,,31.0,,,,,69.0,,,85.0,臺西,,,12.0,,
86,3.0,,,,,2026-03-25 00:00:00,,31.0,,,,,70.0,,,86.0,朴子,,,12.0,,
91,3.0,,,,,2026-03-25 00:00:00,,31.0,,,,,84.0,,,91.0,新港,,,12.0,,
105,5.0,,,,,2026-03-25 00:00:00,,40.0,,,,,83.0,,,105.0,崙背,,,19.0,,
92,5.0,,,,,2026-03-25 00:00:00,,36.0,,,,,73.0,,,92.0,斗六,,,25.0,,
81,5.0,,,,,2026-03-25 00:00:00,,45.0,,,,,58.0,,,81.0,南投,,,6.0,,
104,6.0,,,,,2026-03-25 00:00:00,,40.0,,,,,101.0,,,104.0,二林,,,19.0,,
84,6.0,,,,,2026-03-25 00:00:00,,53.0,,,,,73.0,,,84.0,線西,,,31.0,,
73,6.0,,,,,2026-03-25 00:00:00,,50.0,,,,,59.0,,,73.0,彰化,,,6.0,,
75,5.0,,,,,2026-03-25 00:00:00,,57.0,,,,,63.0,,,75.0,西屯,,,6.0,,
73,5.0,,,,,2026-03-25 00:00:00,,53.0,,,,,60.0,,,73.0,忠明,,,6.0,,
76,6.0,,,,,2026-03-25 00:00:00,,51.0,,,,,62.0,,,76.0,大里,,,6.0,,
69,5.0,,,,,2026-03-25 00:00:00,,55.0,,,,,57.0,,,69.0,沙鹿,,,6.0,,
84,3.0,,,,,2026-03-25 00:00:00,,26.0,,,,,42.0,,,59.0,豐原,,,6.0,,
77,3.0,,,,,2026-03-25 00:00:00,,29.0,,,,,38.0,,,53.0,三義,,,6.0,,
66,5.0,,,,,2026-03-25 00:00:00,,48.0,,,,,45.0,,,66.0,苗栗,,,25.0,,
68,5.0,,,,,2026-03-25 00:00:00,,48.0,,,,,54.0,,,68.0,頭份,,,12.0,,
63,5.0,,,,,2026-03-25 00:00:00,,52.0,,,,,52.0,,,63.0,新竹,,,12.0,,
71,3.0,,,,,2026-03-25 00:00:00,,31.0,,,,,38.0,,,58.0,竹東,,,6.0,,
70,5.0,,,,,2026-03-25 00:00:00,,53.0,,,,,50.0,,,70.0,湖口,,,12.0,,
80,3.0,,,,,2026-03-25 00:00:00,,52.0,,,,,57.0,,,80.0,龍潭,,,6.0,,
78,5.0,,,,,2026-03-25 00:00:00,,54.0,,,,,62.0,,,78.0,平鎮,,,6.0,,
64,3.0,,,,,2026-03-25 00:00:00,,48.0,,,,,40.0,,,64.0,觀音,,,12.0,,
69,3.0,,,,,2026-03-25 00:00:00,,52.0,,,,,47.0,,,69.0,大園,,,12.0,,
73,5.0,,,,,2026-03-25 00:00:00,,40.0,,,,,51.0,,,73.0,桃園,,,6.0,,
64,7.0,,,,,2026-03-25 00:00:00,,57.0,,,,,40.0,,,64.0,大同,,,6.0,,
72,3.0,,,,,2026-03-25 00:00:00,,50.0,,,,,48.0,,,72.0,松山,,,19.0,,
69,3.0,,,,,2026-03-25 00:00:00,,50.0,,,,,52.0,,,69.0,古亭,,,12.0,,
71,3.0,,,,,2026-03-25 00:00:00,,54.0,,,,,47.0,,,71.0,萬華,,,19.0,,
73,6.0,,,,,2026-03-25 00:00:00,,55.0,,,,,53.0,,,73.0,中山,,,6.0,,
59,3.0,,,,,2026-03-25 00:00:00,,24.0,,,,,43.0,,,59.0,士林,,,19.0,,
59,5.0,,,,,2026-03-25 00:00:00,,48.0,,,,,37.0,,,59.0,淡水,,,6.0,,
56,3.0,,,,,2026-03-25 00:00:00,,40.0,,,,,38.0,,,56.0,林口,,,12.0,,
62,5.0,,,,,2026-03-25 00:00:00,,52.0,,,,,45.0,,,62.0,菜寮,,,6.0,,
67,3.0,,,,,2026-03-25 00:00:00,,52.0,,,,,55.0,,,67.0,新莊,,,6.0,,
73,5.0,,,,,2026-03-25 00:00:00,,43.0,,,,,51.0,,,73.0,板橋,,,12.0,,
64,5.0,,,,,2026-03-25 00:00:00,,50.0,,,,,52.0,,,64.0,土城,,,12.0,,
68,3.0,,,,,2026-03-25 00:00:00,,43.0,,,,,47.0,,,68.0,新店,,,19.0,,
71,3.0,,,,,2026-03-25 00:00:00,,53.0,,,,,47.0,,,71.0,汐止,,,31.0,,
59,3.0,,,,,2026-03-25 00:00:00,,52.0,,,,,37.0,,,59.0,基隆,,,6.0,,
59,5.0,,,,,2025-12-31 00:00:00,,51.0,,,,,55.0,,,59.0,林森,,,12.0,,
36,2.0,,,,,2025-12-31 00:00:00,,29.0,,,,,18.0,,,36.0,員林,,,12.0,,
52,1.0,,,,,2025-12-31 00:00:00,,17.0,,,,,43.0,,,52.0,大城,,,6.0,,
68,1.0,,,,,2025-12-31 00:00:00,,2.0,,,,,68.0,,,54.0,富貴角,,,0.0,,
55,2.0,,,,,2025-12-31 00:00:00,,26.0,,,,,55.0,,,43.0,麥寮,,,12.0,,
37,1.0,,,,,2025-12-31 00:00:00,,19.0,,,,,13.0,,,17.0,關山,,,6.0,,
57,2.0,,,,,2025-12-31 00:00:00,,17.0,,,,,57.0,,,57.0,馬公,,,6.0,,
76,3.0,,,,,2025-12-31 00:00:00,,38.0,,,,,63.0,,,76.0,金門,,,19.0,,
